143.92.82.176,shopee.vn,catID,2024-10-10 15:26:32
103.117.241.2,shopee.vn,catID,2024-10-10 15:26:32
202.181.90.227,shopee.vn,catID,2024-10-10 15:26:32
143.92.82.21,shopee.vn,catID,2024-10-10 15:26:32
143.92.82.17,shopee.vn,catID,2024-10-10 15:26:32
157.185.172.55,shopee.vn,catID,2024-10-10 15:26:32
143.92.81.90,shopee.vn,catID,2024-10-10 15:26:32
162.159.128.7,shopee.vn,catID,2024-10-10 15:26:32
162.159.138.6,shopee.vn,catID,2024-10-10 15:26:32
34.87.136.55,shopee.vn,catID,2024-10-10 15:26:32
143.92.85.53,shopee.vn,catID,2024-10-10 15:26:32
103.117.240.33,shopee.vn,catID,2024-10-10 15:26:32
147.136.140.92,shopee.vn,catID,2024-10-10 15:26:32
143.92.82.175,shopee.vn,catID,2024-10-10 15:26:32
143.92.75.63,shopee.vn,catID,2024-10-10 15:26:32
202.181.90.153,shopee.vn,catID,2024-10-10 15:26:32
143.92.82.75,shopee.vn,catID,2024-10-10 15:26:32
103.78.79.247,shopee.vn,catID,2024-10-10 15:26:32
103.78.79.248,shopee.vn,catID,2024-10-10 15:26:32
103.78.79.223,shopee.vn,catID,2024-10-10 15:26:32
143.92.75.82,shopee.vn,catID,2024-10-10 15:26:32
143.92.82.119,shopee.vn,catID,2024-10-10 15:26:32
202.181.90.148,shopee.vn,catID,2024-10-10 15:26:32
143.92.82.5,shopee.vn,catID,2024-10-10 15:26:32
203.116.144.107,shopee.vn,catID,2024-10-10 15:26:32
103.117.240.36,shopee.vn,catID,2024-10-10 15:26:32
143.92.82.15,shopee.vn,catID,2024-10-10 15:26:32
143.92.85.55,shopee.vn,catID,2024-10-10 15:26:32
119.28.115.169,shopee.vn,catID,2024-10-10 15:26:32
103.206.213.23,shopee.vn,catID,2024-10-10 15:26:32
143.92.81.64,shopee.vn,catID,2024-10-10 15:26:32
143.92.85.2,shopee.vn,catID,2024-10-10 15:26:32
143.92.82.187,shopee.vn,catID,2024-10-10 15:26:32
10.65.137.241,shopee.vn,catID,2024-10-10 15:26:32
10.65.137.240,shopee.vn,catID,2024-10-10 15:26:32
143.92.85.57,shopee.vn,catID,2024-10-10 15:26:32
203.117.172.161,shopee.vn,catID,2024-10-10 15:26:32
103.206.213.86,shopee.vn,catID,2024-10-10 15:26:32
103.206.213.26,shopee.vn,catID,2024-10-10 15:26:32
119.28.104.102,shopee.vn,catID,2024-10-10 15:26:32
143.92.75.65,shopee.vn,catID,2024-10-10 15:26:32
103.60.18.55,shopee.vn,catID,2024-10-10 15:26:32
103.117.240.34,shopee.vn,catID,2024-10-10 15:26:32
103.239.122.47,shopee.vn,catID,2024-10-10 15:26:32
138.113.159.20,shopee.vn,catID,2024-10-10 15:26:32
163.171.139.37,shopee.vn,catID,2024-10-10 15:26:32
163.171.131.248,shopee.vn,catID,2024-10-10 15:26:32
163.171.137.16,shopee.vn,catID,2024-10-10 15:26:32
157.185.168.15,shopee.vn,catID,2024-10-10 15:26:32
163.171.135.102,shopee.vn,catID,2024-10-10 15:26:32
163.171.140.79,shopee.vn,catID,2024-10-10 15:26:32
163.171.149.15,shopee.vn,catID,2024-10-10 15:26:32
163.171.155.53,shopee.vn,catID,2024-10-10 15:26:32
163.171.134.109,shopee.vn,catID,2024-10-10 15:26:32
163.171.132.119,shopee.vn,catID,2024-10-10 15:26:32
163.171.129.134,shopee.vn,catID,2024-10-10 15:26:32
157.185.163.158,shopee.vn,catID,2024-10-10 15:26:32
143.92.73.129,shopee.vn,catID,2024-10-10 15:26:32
103.117.240.47,shopee.vn,catID,2024-10-10 15:26:32
147.136.140.106,shopee.vn,catID,2024-10-10 15:26:32
147.136.138.3,shopee.vn,catID,2024-10-10 15:26:32
143.92.73.68,shopee.vn,catID,2024-10-10 15:26:32
202.181.89.107,shopee.vn,catID,2024-10-10 15:26:32
143.92.82.7,shopee.vn,catID,2024-10-10 15:26:32
103.206.213.25,shopee.vn,catID,2024-10-10 15:26:32
103.239.122.53,shopee.vn,catID,2024-10-10 15:26:32
202.181.90.180,shopee.vn,catID,2024-10-10 15:26:32
35.240.194.113,shopee.vn,catID,2024-10-10 15:26:32
143.92.82.101,shopee.vn,catID,2024-10-10 15:26:32
103.115.77.222,shopee.vn,catID,2024-10-10 15:26:32
143.92.82.77,shopee.vn,catID,2024-10-10 15:26:32
35.240.170.48,shopee.vn,catID,2024-10-10 15:26:32
203.116.187.49,shopee.vn,catID,2024-10-10 15:26:32
119.28.99.236,shopee.vn,catID,2024-10-10 15:26:32
103.115.78.65,shopee.vn,catID,2024-10-10 15:26:32
34.95.126.135,shopee.vn,catID,2024-10-10 15:26:32
103.239.121.112,shopee.vn,catID,2024-10-10 15:26:32
202.181.90.131,shopee.vn,catID,2024-10-10 15:26:32
143.92.85.63,shopee.vn,catID,2024-10-10 15:26:32
34.117.116.73,shopee.vn,catID,2024-10-10 15:26:32
34.120.6.154,shopee.vn,catID,2024-10-10 15:26:32
143.92.75.47,shopee.vn,catID,2024-10-10 15:26:32
23.220.206.65,shopee.vn,catID,2024-10-10 15:26:32
23.220.206.27,shopee.vn,catID,2024-10-10 15:26:32
143.92.82.179,shopee.vn,catID,2024-10-10 15:26:32
143.92.85.48,shopee.vn,catID,2024-10-10 15:26:32
143.92.82.164,shopee.vn,catID,2024-10-10 15:26:32
103.239.122.59,shopee.vn,catID,2024-10-10 15:26:32
52.220.210.250,shopee.vn,catID,2024-10-10 15:26:32
13.228.1.206,shopee.vn,catID,2024-10-10 15:26:32
13.111.18.27,shopee.vn,catID,2024-10-10 15:26:32
103.239.122.52,shopee.vn,catID,2024-10-10 15:26:32
104.114.76.171,shopee.vn,catID,2024-10-10 15:26:32
104.114.76.163,shopee.vn,catID,2024-10-10 15:26:32
143.92.85.10,shopee.vn,catID,2024-10-10 15:26:32
156.225.111.18,shopee.vn,catID,2024-10-10 15:26:32
156.225.111.22,shopee.vn,catID,2024-10-10 15:26:32
202.181.90.192,shopee.vn,catID,2024-10-10 15:26:32
103.117.240.45,shopee.vn,catID,2024-10-10 15:26:32
74.119.117.17,shopee.vn,catID,2024-10-10 15:26:32
143.92.64.132,shopee.vn,catID,2024-10-10 15:26:32
23.62.226.240,shopee.vn,catID,2024-10-10 15:26:32
23.62.226.236,shopee.vn,catID,2024-10-10 15:26:32
143.92.64.131,shopee.vn,catID,2024-10-10 15:26:32
143.92.82.86,shopee.vn,catID,2024-10-10 15:26:32
143.92.64.129,shopee.vn,catID,2024-10-10 15:26:32
103.239.122.36,shopee.vn,catID,2024-10-10 15:26:32
103.206.213.65,shopee.vn,catID,2024-10-10 15:26:32
103.206.213.64,shopee.vn,catID,2024-10-10 15:26:32
