222.255.27.49,cafef.vn,catID,2024-10-10 15:16:16
123.30.151.78,cafef.vn,catID,2024-10-10 15:16:16
123.30.151.75,cafef.vn,catID,2024-10-10 15:16:16
222.255.27.34,cafef.vn,catID,2024-10-10 15:16:16
222.255.27.192,cafef.vn,catID,2024-10-10 15:16:16
222.255.27.170,cafef.vn,catID,2024-10-10 15:16:16
222.255.27.156,cafef.vn,catID,2024-10-10 15:16:16
14.225.199.137,cafef.vn,catID,2024-10-10 15:16:16
151.101.65.195,cafef.vn,catID,2024-10-10 15:16:16
151.101.1.195,cafef.vn,catID,2024-10-10 15:16:16
14.225.10.17,cafef.vn,catID,2024-10-10 15:16:16
123.30.151.80,cafef.vn,catID,2024-10-10 15:16:16
123.30.242.13,cafef.vn,catID,2024-10-10 15:16:16
